dataset,assembly,engine,sweep_id,binary_md5,term,vep_tuples,vep_only,engine_only,intersection,engine_tuples,precision,recall,f1
s02,GRCh38,vep-rs,sweep-20260920T012411Z,23a294cf,non_coding_transcript_variant,4764969,64,64,4764905,4764969,0.999987,0.999987,0.999987
s02,GRCh38,vep-rs,sweep-20260920T012411Z,23a294cf,splice_region_variant,3943880,5,1449,3943875,3945324,0.999633,0.999999,0.999816
s02,GRCh38,vep-rs,sweep-20260920T012411Z,23a294cf,3_prime_UTR_variant,3868760,71,70,3868689,3868759,0.999982,0.999982,0.999982
s02,GRCh38,vep-rs,sweep-20260920T012411Z,23a294cf,splice_polypyrimidine_tract_variant,3687417,270,270,3687147,3687417,0.999927,0.999927,0.999927
s02,GRCh38,vep-rs,sweep-20260920T012411Z,23a294cf,frameshift_variant,2003677,935,935,2002742,2003677,0.999533,0.999533,0.999533
s02,GRCh38,vep-rs,sweep-20260920T012411Z,23a294cf,stop_gained,1144921,162,162,1144759,1144921,0.999859,0.999859,0.999859
s02,GRCh38,vep-rs,sweep-20260920T012411Z,23a294cf,splice_donor_variant,952834,1,0,952833,952833,1.000000,0.999999,0.999999
s02,GRCh38,vep-rs,sweep-20260920T012411Z,23a294cf,splice_acceptor_variant,815428,1,0,815427,815427,1.000000,0.999999,0.999999
s02,GRCh38,vep-rs,sweep-20260920T012411Z,23a294cf,5_prime_UTR_variant,625279,315,314,624964,625278,0.999498,0.999496,0.999497
s02,GRCh38,vep-rs,sweep-20260920T012411Z,23a294cf,splice_donor_region_variant,569911,0,0,569911,569911,1.000000,1.000000,1.000000
s02,GRCh38,vep-rs,sweep-20260920T012411Z,23a294cf,splice_donor_5th_base_variant,345476,1,0,345475,345475,1.000000,0.999997,0.999999
s02,GRCh38,vep-rs,sweep-20260920T012411Z,23a294cf,inframe_deletion,296069,158,158,295911,296069,0.999466,0.999466,0.999466
s02,GRCh38,vep-rs,sweep-20260920T012411Z,23a294cf,inframe_insertion,116771,0,0,116771,116771,1.000000,1.000000,1.000000
s02,GRCh38,vep-rs,sweep-20260920T012411Z,23a294cf,coding_sequence_variant,105367,34,34,105333,105367,0.999677,0.999677,0.999677
s02,GRCh38,vep-rs,sweep-20260920T012411Z,23a294cf,start_lost,59419,937,8,58482,58490,0.999863,0.984231,0.991985
s02,GRCh38,vep-rs,sweep-20260920T012411Z,23a294cf,stop_lost,21673,0,0,21673,21673,1.000000,1.000000,1.000000
s02,GRCh38,vep-rs,sweep-20260920T012411Z,23a294cf,protein_altering_variant,15785,143,143,15642,15785,0.990941,0.990941,0.990941
s02,GRCh38,vep-rs,sweep-20260920T012411Z,23a294cf,stop_retained_variant,15434,0,0,15434,15434,1.000000,1.000000,1.000000
s02,GRCh38,vep-rs,sweep-20260920T012411Z,23a294cf,start_retained_variant,2083,928,928,1155,2083,0.554489,0.554489,0.554489
s02,GRCh38,vep-rs,sweep-20260920T012411Z,23a294cf,incomplete_terminal_codon_variant,1929,0,0,1929,1929,1.000000,1.000000,1.000000
s02,GRCh38,vep-rs,sweep-20260920T012411Z,23a294cf,transcript_ablation,689,0,1,689,690,0.998551,1.000000,0.999275
s02,GRCh38,vep-rs,sweep-20260920T012411Z,23a294cf,mature_miRNA_variant,493,0,0,493,493,1.000000,1.000000,1.000000
s02,GRCh38,vep-rs,sweep-20260920T012411Z,23a294cf,intergenic_variant,163,0,0,163,163,1.000000,1.000000,1.000000
s02,GRCh38,vep-rs,sweep-20260920T012411Z,23a294cf,coding_transcript_variant,1,1,0,0,0,0.000000,0.000000,0.000000
s03,GRCh37,vep-rs,sweep-20260920T012411Z,23a294cf,intron_variant,7191066,0,0,7191066,7191066,1.000000,1.000000,1.000000
s03,GRCh37,vep-rs,sweep-20260920T012411Z,23a294cf,non_coding_transcript_variant,2441604,0,0,2441604,2441604,1.000000,1.000000,1.000000
s03,GRCh37,vep-rs,sweep-20260920T012411Z,23a294cf,intergenic_variant,1353836,0,0,1353836,1353836,1.000000,1.000000,1.000000
s03,GRCh37,vep-rs,sweep-20260920T012411Z,23a294cf,downstream_gene_variant,1125129,0,0,1125129,1125129,1.000000,1.000000,1.000000
s03,GRCh37,vep-rs,sweep-20260920T012411Z,23a294cf,upstream_gene_variant,1096349,0,0,1096349,1096349,1.000000,1.000000,1.000000
s03,GRCh37,vep-rs,sweep-20260920T012411Z,23a294cf,NMD_transcript_variant,289893,0,0,289893,289893,1.000000,1.000000,1.000000
s03,GRCh37,vep-rs,sweep-20260920T012411Z,23a294cf,non_coding_transcript_exon_variant,121461,0,0,121461,121461,1.000000,1.000000,1.000000
s03,GRCh37,vep-rs,sweep-20260920T012411Z,23a294cf,3_prime_UTR_variant,72318,0,0,72318,72318,1.000000,1.000000,1.000000
s03,GRCh37,vep-rs,sweep-20260920T012411Z,23a294cf,missense_variant,52698,0,0,52698,52698,1.000000,1.000000,1.000000
s03,GRCh37,vep-rs,sweep-20260920T012411Z,23a294cf,synonymous_variant,33234,0,0,33234,33234,1.000000,1.000000,1.000000
s03,GRCh37,vep-rs,sweep-20260920T012411Z,23a294cf,5_prime_UTR_variant,21862,0,0,21862,21862,1.000000,1.000000,1.000000
s03,GRCh37,vep-rs,sweep-20260920T012411Z,23a294cf,splice_polypyrimidine_tract_variant,16165,0,0,16165,16165,1.000000,1.000000,1.000000
s03,GRCh37,vep-rs,sweep-20260920T012411Z,23a294cf,splice_region_variant,13071,0,0,13071,13071,1.000000,1.000000,1.000000
s03,GRCh37,vep-rs,sweep-20260920T012411Z,23a294cf,splice_donor_region_variant,2345,0,0,2345,2345,1.000000,1.000000,1.000000
s03,GRCh37,vep-rs,sweep-20260920T012411Z,23a294cf,frameshift_variant,2302,4,4,2298,2302,0.998262,0.998262,0.998262
s03,GRCh37,vep-rs,sweep-20260920T012411Z,23a294cf,inframe_deletion,1288,3,3,1285,1288,0.997671,0.997671,0.997671
s03,GRCh37,vep-rs,sweep-20260920T012411Z,23a294cf,stop_gained,1262,0,0,1262,1262,1.000000,1.000000,1.000000
s03,GRCh37,vep-rs,sweep-20260920T012411Z,23a294cf,splice_donor_variant,1148,0,0,1148,1148,1.000000,1.000000,1.000000
s03,GRCh37,vep-rs,sweep-20260920T012411Z,23a294cf,splice_acceptor_variant,1077,0,0,1077,1077,1.000000,1.000000,1.000000
s03,GRCh37,vep-rs,sweep-20260920T012411Z,23a294cf,splice_donor_5th_base_variant,1044,0,4,1044,1048,0.996183,1.000000,0.998088
s03,GRCh37,vep-rs,sweep-20260920T012411Z,23a294cf,inframe_insertion,481,0,0,481,481,1.000000,1.000000,1.000000
s03,GRCh37,vep-rs,sweep-20260920T012411Z,23a294cf,start_lost,158,3,0,155,155,1.000000,0.981013,0.990415
s03,GRCh37,vep-rs,sweep-20260920T012411Z,23a294cf,coding_sequence_variant,150,0,0,150,150,1.000000,1.000000,1.000000
s03,GRCh37,vep-rs,sweep-20260920T012411Z,23a294cf,mature_miRNA_variant,102,0,0,102,102,1.000000,1.000000,1.000000
s03,GRCh37,vep-rs,sweep-20260920T012411Z,23a294cf,stop_lost,80,0,0,80,80,1.000000,1.000000,1.000000
s03,GRCh37,vep-rs,sweep-20260920T012411Z,23a294cf,stop_retained_variant,42,0,0,42,42,1.000000,1.000000,1.000000
s03,GRCh37,vep-rs,sweep-20260920T012411Z,23a294cf,protein_altering_variant,31,0,0,31,31,1.000000,1.000000,1.000000
s03,GRCh37,vep-rs,sweep-20260920T012411Z,23a294cf,incomplete_terminal_codon_variant,10,0,0,10,10,1.000000,1.000000,1.000000
s03,GRCh37,vep-rs,sweep-20260920T012411Z,23a294cf,start_retained_variant,3,3,3,0,3,0.000000,0.000000,0.000000
s04,GRCh38,vep-rs,sweep-20260920T012411Z,23a294cf,intron_variant,85827310,0,0,85827310,85827310,1.000000,1.000000,1.000000
s04,GRCh38,vep-rs,sweep-20260920T012411Z,23a294cf,non_coding_transcript_variant,55894342,0,0,55894342,55894342,1.000000,1.000000,1.000000
s04,GRCh38,vep-rs,sweep-20260920T012411Z,23a294cf,upstream_gene_variant,9900720,0,0,9900720,9900720,1.000000,1.000000,1.000000
s04,GRCh38,vep-rs,sweep-20260920T012411Z,23a294cf,downstream_gene_variant,9244698,0,0,9244698,9244698,1.000000,1.000000,1.000000
s04,GRCh38,vep-rs,sweep-20260920T012411Z,23a294cf,intergenic_variant,2918553,0,0,2918553,2918553,1.000000,1.000000,1.000000
s04,GRCh38,vep-rs,sweep-20260920T012411Z,23a294cf,NMD_transcript_variant,1593589,0,0,1593589,1593589,1.000000,1.000000,1.000000
s04,GRCh38,vep-rs,sweep-20260920T012411Z,23a294cf,non_coding_transcript_exon_variant,1231269,0,0,1231269,1231269,1.000000,1.000000,1.000000
s04,GRCh38,vep-rs,sweep-20260920T012411Z,23a294cf,3_prime_UTR_variant,507839,0,0,507839,507839,1.000000,1.000000,1.000000
s04,GRCh38,vep-rs,sweep-20260920T012411Z,23a294cf,missense_variant,405646,0,0,405646,405646,1.000000,1.000000,1.000000
s04,GRCh38,vep-rs,sweep-20260920T012411Z,23a294cf,synonymous_variant,223251,0,0,223251,223251,1.000000,1.000000,1.000000
s04,GRCh38,vep-rs,sweep-20260920T012411Z,23a294cf,5_prime_UTR_variant,177321,0,0,177321,177321,1.000000,1.000000,1.000000
s04,GRCh38,vep-rs,sweep-20260920T012411Z,23a294cf,splice_polypyrimidine_tract_variant,136074,0,0,136074,136074,1.000000,1.000000,1.000000
s04,GRCh38,vep-rs,sweep-20260920T012411Z,23a294cf,splice_region_variant,117844,0,0,117844,117844,1.000000,1.000000,1.000000
s04,GRCh38,vep-rs,sweep-20260920T012411Z,23a294cf,splice_donor_region_variant,21753,0,0,21753,21753,1.000000,1.000000,1.000000
s04,GRCh38,vep-rs,sweep-20260920T012411Z,23a294cf,frameshift_variant,20290,67,67,20223,20290,0.996698,0.996698,0.996698
s04,GRCh38,vep-rs,sweep-20260920T012411Z,23a294cf,splice_donor_variant,13754,0,0,13754,13754,1.000000,1.000000,1.000000
s04,GRCh38,vep-rs,sweep-20260920T012411Z,23a294cf,splice_acceptor_variant,12601,0,0,12601,12601,1.000000,1.000000,1.000000
s04,GRCh38,vep-rs,sweep-20260920T012411Z,23a294cf,stop_gained,11394,0,0,11394,11394,1.000000,1.000000,1.000000
s04,GRCh38,vep-rs,sweep-20260920T012411Z,23a294cf,splice_donor_5th_base_variant,10207,0,0,10207,10207,1.000000,1.000000,1.000000
s04,GRCh38,vep-rs,sweep-20260920T012411Z,23a294cf,inframe_deletion,8044,10,10,8034,8044,0.998757,0.998757,0.998757
s04,GRCh38,vep-rs,sweep-20260920T012411Z,23a294cf,inframe_insertion,3535,0,0,3535,3535,1.000000,1.000000,1.000000
s04,GRCh38,vep-rs,sweep-20260920T012411Z,23a294cf,coding_sequence_variant,1376,0,0,1376,1376,1.000000,1.000000,1.000000
s04,GRCh38,vep-rs,sweep-20260920T012411Z,23a294cf,start_lost,1198,77,0,1121,1121,1.000000,0.935726,0.966796
s04,GRCh38,vep-rs,sweep-20260920T012411Z,23a294cf,stop_retained_variant,637,0,0,637,637,1.000000,1.000000,1.000000
s04,GRCh38,vep-rs,sweep-20260920T012411Z,23a294cf,stop_lost,469,0,0,469,469,1.000000,1.000000,1.000000
s04,GRCh38,vep-rs,sweep-20260920T012411Z,23a294cf,mature_miRNA_variant,256,0,0,256,256,1.000000,1.000000,1.000000
s04,GRCh38,vep-rs,sweep-20260920T012411Z,23a294cf,protein_altering_variant,233,0,0,233,233,1.000000,1.000000,1.000000
s04,GRCh38,vep-rs,sweep-20260920T012411Z,23a294cf,start_retained_variant,79,77,77,2,79,0.025316,0.025316,0.025316
s04,GRCh38,vep-rs,sweep-20260920T012411Z,23a294cf,incomplete_terminal_codon_variant,28,0,0,28,28,1.000000,1.000000,1.000000
s05,GRCh37,vep-rs,sweep-20260920T012411Z,23a294cf,intron_variant,2369333,0,0,2369333,2369333,1.000000,1.000000,1.000000
s05,GRCh37,vep-rs,sweep-20260920T012411Z,23a294cf,non_coding_transcript_variant,802750,0,0,802750,802750,1.000000,1.000000,1.000000
s05,GRCh37,vep-rs,sweep-20260920T012411Z,23a294cf,intergenic_variant,414267,0,0,414267,414267,1.000000,1.000000,1.000000
s05,GRCh37,vep-rs,sweep-20260920T012411Z,23a294cf,downstream_gene_variant,360195,0,0,360195,360195,1.000000,1.000000,1.000000
s05,GRCh37,vep-rs,sweep-20260920T012411Z,23a294cf,upstream_gene_variant,347077,0,0,347077,347077,1.000000,1.000000,1.000000
s05,GRCh37,vep-rs,sweep-20260920T012411Z,23a294cf,NMD_transcript_variant,95092,0,0,95092,95092,1.000000,1.000000,1.000000
s05,GRCh37,vep-rs,sweep-20260920T012411Z,23a294cf,non_coding_transcript_exon_variant,43140,0,0,43140,43140,1.000000,1.000000,1.000000
s05,GRCh37,vep-rs,sweep-20260920T012411Z,23a294cf,3_prime_UTR_variant,25740,0,0,25740,25740,1.000000,1.000000,1.000000
s05,GRCh37,vep-rs,sweep-20260920T012411Z,23a294cf,missense_variant,20347,0,0,20347,20347,1.000000,1.000000,1.000000
s05,GRCh37,vep-rs,sweep-20260920T012411Z,23a294cf,synonymous_variant,15382,0,0,15382,15382,1.000000,1.000000,1.000000
s05,GRCh37,vep-rs,sweep-20260920T012411Z,23a294cf,5_prime_UTR_variant,6687,0,0,6687,6687,1.000000,1.000000,1.000000
s05,GRCh37,vep-rs,sweep-20260920T012411Z,23a294cf,splice_polypyrimidine_tract_variant,6193,0,0,6193,6193,1.000000,1.000000,1.000000
s05,GRCh37,vep-rs,sweep-20260920T012411Z,23a294cf,splice_region_variant,5304,0,0,5304,5304,1.000000,1.000000,1.000000
s05,GRCh37,vep-rs,sweep-20260920T012411Z,23a294cf,splice_donor_region_variant,762,0,0,762,762,1.000000,1.000000,1.000000
s05,GRCh37,vep-rs,sweep-20260920T012411Z,23a294cf,stop_gained,387,0,0,387,387,1.000000,1.000000,1.000000
s05,GRCh37,vep-rs,sweep-20260920T012411Z,23a294cf,splice_donor_variant,278,0,0,278,278,1.000000,1.000000,1.000000
s05,GRCh37,vep-rs,sweep-20260920T012411Z,23a294cf,splice_donor_5th_base_variant,267,0,0,267,267,1.000000,1.000000,1.000000
s05,GRCh37,vep-rs,sweep-20260920T012411Z,23a294cf,splice_acceptor_variant,231,0,0,231,231,1.000000,1.000000,1.000000
s05,GRCh37,vep-rs,sweep-20260920T012411Z,23a294cf,coding_sequence_variant,215,0,0,215,215,1.000000,1.000000,1.000000
s05,GRCh37,vep-rs,sweep-20260920T012411Z,23a294cf,transcript_amplification,210,0,0,210,210,1.000000,1.000000,1.000000
s05,GRCh37,vep-rs,sweep-20260920T012411Z,23a294cf,feature_truncation,208,0,0,208,208,1.000000,1.000000,1.000000
s05,GRCh37,vep-rs,sweep-20260920T012411Z,23a294cf,frameshift_variant,90,0,0,90,90,1.000000,1.000000,1.000000
s05,GRCh37,vep-rs,sweep-20260920T012411Z,23a294cf,inframe_deletion,78,0,0,78,78,1.000000,1.000000,1.000000
s05,GRCh37,vep-rs,sweep-20260920T012411Z,23a294cf,transcript_ablation,75,0,0,75,75,1.000000,1.000000,1.000000
s05,GRCh37,vep-rs,sweep-20260920T012411Z,23a294cf,inframe_insertion,47,0,0,47,47,1.000000,1.000000,1.000000
s05,GRCh37,vep-rs,sweep-20260920T012411Z,23a294cf,start_lost,44,0,0,44,44,1.000000,1.000000,1.000000
s05,GRCh37,vep-rs,sweep-20260920T012411Z,23a294cf,feature_elongation,36,0,0,36,36,1.000000,1.000000,1.000000
s05,GRCh37,vep-rs,sweep-20260920T012411Z,23a294cf,stop_lost,35,0,0,35,35,1.000000,1.000000,1.000000
s05,GRCh37,vep-rs,sweep-20260920T012411Z,23a294cf,mature_miRNA_variant,16,0,0,16,16,1.000000,1.000000,1.000000
s05,GRCh37,vep-rs,sweep-20260920T012411Z,23a294cf,stop_retained_variant,15,0,0,15,15,1.000000,1.000000,1.000000
s05,GRCh37,vep-rs,sweep-20260920T012411Z,23a294cf,coding_transcript_variant,5,0,0,5,5,1.000000,1.000000,1.000000
s05,GRCh37,vep-rs,sweep-20260920T012411Z,23a294cf,incomplete_terminal_codon_variant,5,0,0,5,5,1.000000,1.000000,1.000000
s06,GRCh38,vep-rs,sweep-20260920T012411Z,23a294cf,intron_variant,8227246,0,0,8227246,8227246,1.000000,1.000000,1.000000
s06,GRCh38,vep-rs,sweep-20260920T012411Z,23a294cf,non_coding_transcript_variant,5273822,0,0,5273822,5273822,1.000000,1.000000,1.000000
s06,GRCh38,vep-rs,sweep-20260920T012411Z,23a294cf,upstream_gene_variant,858448,0,0,858448,858448,1.000000,1.000000,1.000000
s06,GRCh38,vep-rs,sweep-20260920T012411Z,23a294cf,downstream_gene_variant,849634,0,0,849634,849634,1.000000,1.000000,1.000000
s06,GRCh38,vep-rs,sweep-20260920T012411Z,23a294cf,intergenic_variant,240289,0,0,240289,240289,1.000000,1.000000,1.000000
s06,GRCh38,vep-rs,sweep-20260920T012411Z,23a294cf,NMD_transcript_variant,155505,0,0,155505,155505,1.000000,1.000000,1.000000
s06,GRCh38,vep-rs,sweep-20260920T012411Z,23a294cf,non_coding_transcript_exon_variant,116508,0,0,116508,116508,1.000000,1.000000,1.000000
s06,GRCh38,vep-rs,sweep-20260920T012411Z,23a294cf,3_prime_UTR_variant,51696,0,0,51696,51696,1.000000,1.000000,1.000000
s06,GRCh38,vep-rs,sweep-20260920T012411Z,23a294cf,missense_variant,31157,0,0,31157,31157,1.000000,1.000000,1.000000
s06,GRCh38,vep-rs,sweep-20260920T012411Z,23a294cf,synonymous_variant,26961,0,0,26961,26961,1.000000,1.000000,1.000000
s06,GRCh38,vep-rs,sweep-20260920T012411Z,23a294cf,5_prime_UTR_variant,15758,1,1,15757,15758,0.999937,0.999937,0.999937
s06,GRCh38,vep-rs,sweep-20260920T012411Z,23a294cf,splice_polypyrimidine_tract_variant,13490,0,0,13490,13490,1.000000,1.000000,1.000000
s06,GRCh38,vep-rs,sweep-20260920T012411Z,23a294cf,splice_region_variant,10692,0,0,10692,10692,1.000000,1.000000,1.000000
s06,GRCh38,vep-rs,sweep-20260920T012411Z,23a294cf,splice_donor_region_variant,2044,0,0,2044,2044,1.000000,1.000000,1.000000
s06,GRCh38,vep-rs,sweep-20260920T012411Z,23a294cf,splice_donor_5th_base_variant,709,0,0,709,709,1.000000,1.000000,1.000000
s06,GRCh38,vep-rs,sweep-20260920T012411Z,23a294cf,inframe_deletion,613,0,0,613,613,1.000000,1.000000,1.000000
s06,GRCh38,vep-rs,sweep-20260920T012411Z,23a294cf,splice_donor_variant,589,0,0,589,589,1.000000,1.000000,1.000000
s06,GRCh38,vep-rs,sweep-20260920T012411Z,23a294cf,splice_acceptor_variant,533,0,0,533,533,1.000000,1.000000,1.000000
s06,GRCh38,vep-rs,sweep-20260920T012411Z,23a294cf,stop_gained,525,0,0,525,525,1.000000,1.000000,1.000000
